-1.928766563499215159e-01,8.305484844988878734e+00,1.000000000000000000e+00,-3.704759201680025149e-01,9.054504004753670898e+00,5.000000000000000000e-01
-1.928766563499215159e-01,8.305484844988878734e+00,1.000000000000000000e+00,-3.704759201680025149e-01,9.054504004753670898e+00,5.000000000000000000e-01
-1.928766563499215159e-01,8.305484844988878734e+00,1.000000000000000000e+00,-3.704759201680025149e-01,9.054504004753670898e+00,5.000000000000000000e-01
-1.928766563499215159e-01,8.305484844988878734e+00,1.000000000000000000e+00,-3.704759201680025149e-01,9.054504004753670898e+00,5.000000000000000000e-01
-1.928766563499215159e-01,8.305484844988878734e+00,1.000000000000000000e+00,-3.704759201680025149e-01,9.054504004753670898e+00,5.000000000000000000e-01
-1.928766563499215159e-01,8.305484844988878734e+00,1.000000000000000000e+00,-3.704759201680025149e-01,9.054504004753670898e+00,5.000000000000000000e-01
-1.928766563499215159e-01,8.305484844988878734e+00,1.000000000000000000e+00,-3.704759201680025149e-01,9.054504004753670898e+00,5.000000000000000000e-01
8.418005338728516695e-02,8.281439165754962417e+00,5.712578034365288771e-01,-2.632158656779824413e-01,8.953852231869326772e+00,1.262634561365834296e+00
8.418005338728516695e-02,8.281439165754962417e+00,5.712578034365288771e-01,-2.632158656779824413e-01,8.953852231869326772e+00,1.262634561365834296e+00
8.418005338728516695e-02,8.281439165754962417e+00,5.712578034365288771e-01,-2.632158656779824413e-01,8.953852231869326772e+00,1.262634561365834296e+00
8.418005338728516695e-02,8.281439165754962417e+00,5.712578034365288771e-01,-2.632158656779824413e-01,8.953852231869326772e+00,1.262634561365834296e+00
8.418005338728516695e-02,8.281439165754962417e+00,5.712578034365288771e-01,-2.632158656779824413e-01,8.953852231869326772e+00,1.262634561365834296e+00
8.418005338728516695e-02,8.281439165754962417e+00,5.712578034365288771e-01,-2.632158656779824413e-01,8.953852231869326772e+00,1.262634561365834296e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
-5.003441778145954061e-02,8.169695217544195032e+00,2.796611890914191823e-01,-1.138980614963421428e-01,8.683404425122025927e+00,1.449151910104658159e+00
