1.272395457650170036e-01,7.489647932390037788e+00,6.662036436336755685e-01,-3.845049425698959245e-01,1.127139610528121594e+01,8.819309596080904257e-01
5.491188565673631450e-01,7.530993924662744199e+00,2.158385961053982172e+00,-5.587128204417159960e-01,1.151169768256040449e+01,8.866995700212045861e-01
3.288592915618392953e-01,7.481890078118799359e+00,9.134577507904043658e-01,-9.674192437654904886e-02,8.823881479627434743e+00,8.270432457009978533e-01
2.105037680616678175e-02,7.360402946773115573e+00,6.033919147403689065e-01,-4.417340473921776423e-01,1.078717844427633032e+01,8.476657311796746974e-01
-4.012004480694249531e-01,7.348166562532502333e+00,1.335634216512331163e+00,1.774666386700396170e-01,1.083556665560167431e+01,8.087875008140718025e-01
-6.446921758608006869e-02,7.575650872750529174e+00,1.155436536218366284e+00,-6.564347018890989149e-01,9.667776622634669081e+00,8.099908185563351459e-01
2.656406525889484782e-03,7.421676699136895650e+00,1.100193013296686173e+00,-8.828521291517312797e-01,9.379950294459790783e+00,6.536890440102568478e-01
5.608774495360696610e-01,7.867963168492896564e+00,1.571065040815764924e+00,-3.585210361181516703e-01,1.042334201613326350e+01,9.952411298702720233e-01
-6.327403891299159255e-01,7.465067049629698914e+00,2.587072311201893182e+00,-7.170869411126105097e-01,1.026371270657134893e+01,7.109045255876584868e-01
1.089561013820127267e-01,7.786662781324930727e+00,2.030092207650419311e+00,-3.336674022725163447e-01,1.106195323104739359e+01,9.661158448084816719e-01
-1.407874774956686115e-01,7.762438655683943090e+00,2.803497863785811894e+00,-4.973240891185220502e-01,1.095724068125850970e+01,7.744152685068347308e-01
-1.675128215131710951e-01,7.992521067565666826e+00,1.161575808639546459e+00,2.854611144988925542e-01,1.118059102455849185e+01,8.943644396738380520e-01
1.159355451311617102e+00,7.333348438719803575e+00,2.590774382381450636e+00,-2.096757165272324475e+00,1.118576249571597003e+01,6.568041943929822102e-01
-1.147901490389804935e-01,7.685847276099605274e+00,1.636284957213502089e+00,-2.084261659885833229e-01,1.035874964957398525e+01,9.672960378787718305e-01
-1.931472274584966342e-01,8.008900299841153370e+00,9.106931661189979765e-01,-6.201704887323286064e-01,1.054408092330762514e+01,9.555932105749765926e-01
8.417033169471735410e-02,7.448708923197735920e+00,2.364974823044356800e+00,-3.632061745061809233e-01,1.047833552158189363e+01,9.267593961751674492e-01
-3.090400497401530888e-01,6.952759197889930576e+00,2.073975759248124717e+00,-5.628771914992024561e-01,1.091137285276489344e+01,8.567023008248461080e-01
2.203119151865248759e-01,6.637635190409967301e+00,1.309290035832889831e+00,-3.234605410120676705e-01,1.105215804523213663e+01,7.278201631080954970e-01
